transaction_id,cart_size,transaction_amount,transaction_type,transaction_status,customer_age_group,session_duration,time_spent_on_payment_page,customer_ip_location,card_expiration_delay,payment_method,login_status,time_since_account_creation,ip_address_previous_transactions,user_segment,product_views_during_session,visit_origin,device_type,flag
3128045,1,47,product,complete,,8.93,,local,-1,instore,logged-in,87,0,PTLP,4.0,search engine,desktop,0
3152992,2,57,product,complete,,10.39,,local,-1,3rd party,logged-in,669,0,UJ8H,6.0,direct,mobile,0
3194031,1,51,product,complete,26-35,9.09,32.1,local,17,creditcard,logged-in,620,2,LMYN,3.0,search engine,mobile,0
3104396,1,67,product,complete,,9.89,,eu,-1,3rd party,guest,-99999,0,,7.0,direct,desktop,0
3172939,1,64,service,complete,56+,9.2,29.51,local,17,creditcard,logged-in,666,0,WZWX,7.0,paid,desktop,0
3027304,2,120,product,complete,,12.41,26.41,eu,12,creditcard,guest,-99999,0,,4.0,email,desktop,0
3114989,3,115,product,complete,18-25,36.03,22.56,eu,18,creditcard,logged-in,756,0,ME7O,8.0,paid,app,0
3106582,1,20,product,complete,,5.83,23.84,eu,19,creditcard,guest,-99999,0,,5.0,search engine,desktop,0
3293186,1,47,product,complete,,12.25,31.54,local,19,creditcard,logged-in,56,0,ME7O,7.0,search engine,mobile,0
3105456,2,44,product,complete,26-35,28.31,,local,-1,3rd party,logged-in,0,2,,5.0,search engine,app,0
3244006,3,181,product,pending,,18.12,,non-eu/unknown,-1,instore,guest,-99999,1,,7.0,direct,mobile,0
3143017,2,136,product,complete,,16.81,20.54,local,15,creditcard,logged-in,880,1,HACU,8.0,direct,mobile,0
3132244,4,200,product,complete,46-55,44.98,26.53,local,14,creditcard,logged-in,900,1,Y8Z7,7.0,search engine,app,0
3118053,1,20,product,complete,,9.75,27.39,local,25,creditcard,guest,-99999,0,,10.0,search engine,desktop,0
3142036,4,271,product,complete,56+,36.91,30.31,local,21,creditcard,logged-in,200,0,M0BQ,3.0,search engine,desktop,0
3277929,1,84,product,complete,18-25,12.04,24.74,local,18,creditcard,logged-in,460,0,M0BQ,3.0,search engine,app,0
3233225,1,69,product,complete,,6.59,27.27,local,15,creditcard,guest,-99999,0,,3.0,search engine,desktop,0
3211967,1,44,product,complete,,9.32,23.65,local,17,creditcard,guest,-99999,0,,8.0,search engine,mobile,0
3040986,2,82,product,complete,18-25,22.89,,non-eu/unknown,-1,4x,logged-in,0,0,,9.0,search engine,app,0
3280236,1,59,product,complete,26-35,7.68,26.59,non-eu/unknown,21,creditcard,logged-in,746,0,QIB9,6.0,direct,mobile,0
3149612,1,73,product,complete,46-55,,,local,21,creditcard,logged-in,0,1,,,,,0
3003337,3,128,product,complete,26-35,21.71,44.67,local,23,creditcard,logged-in,810,1,T76E,4.0,direct,mobile,0
3221925,1,45,product,complete,,7.58,30.82,non-eu/unknown,25,creditcard,guest,-99999,0,,6.0,email,mobile,0
3083239,2,108,service,complete,46-55,20.63,30.89,local,13,creditcard,logged-in,196,0,6QZP,6.0,direct,mobile,0
3233567,1,25,product,complete,,11.5,19.58,non-eu/unknown,12,creditcard,logged-in,0,1,,5.0,direct,mobile,0
3147951,2,85,product,complete,,19.0,30.34,local,15,creditcard,guest,-99999,0,,6.0,direct,desktop,0
3124366,1,30,product,complete,36-45,6.54,30.5,local,15,creditcard,logged-in,1242,2,Q7Y0,6.0,direct,mobile,0
3242871,1,57,product,complete,,10.37,,local,-1,3rd party,guest,-99999,2,,8.0,direct,desktop,0
3190701,6,390,product,complete,18-25,72.66,32.68,local,16,creditcard,logged-in,242,0,Q7Y0,9.0,search engine,desktop,0
3024931,1,78,product,complete,,6.15,28.35,local,19,creditcard,logged-in,391,0,UPET,6.0,search engine,desktop,0
3133007,1,69,product,complete,,11.54,,local,-1,instore,logged-in,0,0,,11.0,direct,desktop,0
3068464,1,70,product,complete,,8.88,,local,-1,4x,logged-in,1065,0,TZOP,4.0,search engine,desktop,1
3050892,2,109,product,complete,18-25,14.93,,non-eu/unknown,-1,4x,logged-in,95,0,6QZP,6.0,paid,desktop,0
3239783,2,118,product,complete,18-25,12.66,,local,-1,3rd party,logged-in,666,0,WZWX,4.0,email,mobile,0
3131294,3,220,product,complete,,23.12,23.81,eu,14,4x,guest,-99999,0,,3.0,paid,mobile,1
3054135,2,120,product,complete,,18.43,28.66,eu,21,creditcard,guest,-99999,1,,6.0,direct,mobile,0
3213501,2,98,product,complete,46-55,18.98,30.96,local,19,creditcard,logged-in,0,0,,7.0,search engine,desktop,0
3165896,1,50,product,complete,,7.29,30.09,local,20,creditcard,logged-in,0,0,,4.0,search engine,desktop,0
3214503,1,53,product,complete,,12.56,27.52,local,14,creditcard,logged-in,666,1,PTLP,4.0,direct,mobile,0
3126727,1,67,product,complete,,12.86,26.84,eu,23,creditcard,guest,-99999,1,,3.0,search engine,desktop,0
3049762,2,94,product,complete,,22.36,38.54,local,16,creditcard,logged-in,314,1,HACU,8.0,direct,desktop,0
3075542,1,77,product,complete,18-25,11.13,29.83,local,14,creditcard,logged-in,552,0,928S,4.0,paid,desktop,0
3225427,2,141,product,complete,,,,eu,20,creditcard,guest,-99999,0,,,,,0
3045001,1,35,product,complete,18-25,12.36,24.07,local,15,creditcard,logged-in,0,0,,5.0,direct,mobile,0
3275282,1,50,product,complete,,7.35,,local,-1,instore,logged-in,346,1,I7IW,10.0,direct,desktop,0
3130866,1,34,service,complete,36-45,8.03,33.98,local,21,creditcard,logged-in,448,0,NZ9Z,6.0,search engine,mobile,0
3196902,2,141,product,complete,56+,18.47,,local,-1,3rd party,logged-in,-99999,0,,4.0,search engine,app,0
3070744,2,88,product,complete,,10.66,29.58,local,17,creditcard,guest,-99999,1,,4.0,direct,desktop,0
3063649,3,174,product,complete,,30.34,31.32,local,26,creditcard,guest,-99999,1,,5.0,direct,mobile,0
3257206,2,124,product,complete,,16.33,29.39,eu,23,creditcard,guest,-99999,0,,7.0,paid,desktop,0
3243005,1,43,product,complete,,12.2,,local,-1,4x,logged-in,348,1,QIB9,5.0,direct,desktop,0
3225543,1,54,product,complete,,6.64,28.09,eu,18,creditcard,guest,-99999,1,,5.0,paid,desktop,0
3215378,1,87,product,complete,46-55,15.48,,eu,-1,4x,logged-in,0,0,,4.0,search engine,mobile,0
3187088,1,45,product,complete,,10.45,26.74,local,19,creditcard,logged-in,761,0,M0BQ,9.0,direct,desktop,0
3291752,2,132,product,complete,,20.67,28.62,eu,18,creditcard,guest,-99999,0,,4.0,direct,mobile,0
3050343,2,72,product,complete,,16.36,27.41,local,20,creditcard,guest,-99999,0,,9.0,search engine,mobile,0
3149295,1,26,product,complete,26-35,6.84,,local,-1,instore,logged-in,206,0,3R3T,4.0,search engine,mobile,0
3272279,1,18,product,complete,,14.0,31.14,local,21,creditcard,logged-in,0,1,,8.0,search engine,mobile,0
3061145,1,65,product,complete,36-45,14.06,31.44,eu,19,creditcard,logged-in,962,1,AE1R,7.0,direct,mobile,1
3023827,1,53,product,complete,36-45,4.0,27.43,local,16,creditcard,logged-in,0,0,,5.0,direct,app,0
3213486,1,25,product,complete,18-25,11.69,,local,-1,instore,logged-in,766,1,QIB9,4.0,search engine,desktop,0
3127939,2,58,product,complete,,20.52,38.0,local,14,creditcard,logged-in,1870,0,NZ9Z,2.0,search engine,desktop,0
3256448,2,82,product,complete,56+,18.94,,local,-1,instore,logged-in,314,1,AE1R,4.0,direct,mobile,0
3275153,3,155,product,complete,,24.77,,eu,-1,instore,guest,-99999,0,,7.0,search engine,desktop,0
3189076,1,18,product,complete,,8.11,,local,-1,3rd party,guest,-99999,0,,10.0,search engine,mobile,0
3121313,2,78,product,complete,26-35,16.65,,eu,-1,instore,logged-in,402,1,HACU,6.0,search engine,desktop,0
3084132,1,28,product,complete,,3.25,,local,-1,instore,guest,-99999,1,,4.0,search engine,desktop,0
3153472,1,25,product,complete,,9.5,,local,-1,3rd party,logged-in,613,0,Y8Z7,6.0,direct,desktop,0
3017438,1,19,product,complete,,8.8,,local,-1,4x,logged-in,659,0,M0BQ,3.0,direct,mobile,0
3044073,1,51,product,complete,46-55,5.27,35.79,local,23,creditcard,logged-in,0,0,,9.0,search engine,app,0
3154501,1,78,product,complete,36-45,7.72,,eu,-1,instore,logged-in,320,0,6QZP,7.0,direct,mobile,0
3132312,3,212,product,complete,,15.46,,local,-1,instore,logged-in,774,0,3R3T,7.0,direct,desktop,0
3250487,3,158,product,complete,,,,non-eu/unknown,21,creditcard,logged-in,904,0,NZ9Z,,,,0
3092052,1,16,product,complete,46-55,4.74,34.94,eu,18,creditcard,logged-in,1009,1,T76E,6.0,search engine,app,0
3217554,3,136,product,complete,,12.54,25.92,local,17,creditcard,guest,-99999,2,,12.0,direct,mobile,0
3188332,3,178,product,complete,,39.3,27.74,local,15,creditcard,logged-in,1063,0,M0BQ,4.0,search engine,desktop,0
3185777,1,40,product,complete,,9.27,33.97,eu,19,creditcard,guest,-99999,1,,6.0,search engine,desktop,0
3116551,1,35,product,complete,,7.92,,local,-1,instore,logged-in,625,1,X254,8.0,direct,mobile,0
3216043,3,90,service,complete,36-45,36.05,,eu,-1,instore,logged-in,765,1,X254,4.0,search engine,desktop,0
3228896,2,119,product,complete,,17.58,24.38,local,17,3rd party,guest,-99999,1,,4.0,direct,mobile,1
3211615,2,143,product,complete,,,,local,22,creditcard,logged-in,424,0,3R3T,,,,0
3229533,3,157,product,complete,26-35,21.74,33.72,local,17,creditcard,logged-in,0,2,,3.0,direct,desktop,0
3028982,3,136,product,complete,,12.75,,eu,-1,4x,logged-in,230,0,QIB9,8.0,search engine,mobile,0
3163653,1,60,product,complete,,8.2,27.73,eu,20,creditcard,guest,-99999,0,,7.0,direct,mobile,0
3028225,3,156,product,complete,,18.33,28.51,local,12,creditcard,logged-in,588,1,UP79,9.0,search engine,desktop,0
3054928,2,78,product,pending,18-25,18.84,27.1,local,16,creditcard,logged-in,1931,1,X254,5.0,direct,app,0
3290252,1,58,product,complete,18-25,8.52,29.29,local,27,creditcard,logged-in,0,0,,7.0,direct,mobile,0
3184199,1,50,product,complete,18-25,8.12,33.08,local,17,creditcard,logged-in,843,0,3R3T,7.0,direct,desktop,0
3102776,1,63,product,complete,,8.09,34.52,local,18,creditcard,guest,-99999,0,,6.0,direct,mobile,0
3238801,2,109,product,complete,,22.09,36.87,local,15,creditcard,guest,-99999,0,,4.0,paid,desktop,0
3077931,2,121,product,complete,36-45,20.18,,eu,0,creditcard,logged-in,-99999,1,,3.0,search engine,mobile,1
3217368,2,44,product,complete,26-35,16.4,31.88,local,15,creditcard,logged-in,0,2,,7.0,direct,mobile,0
3030234,1,73,product,complete,26-35,,,local,25,creditcard,logged-in,989,0,Q7Y0,,,,0
3267739,1,16,product,complete,,8.6,20.25,local,27,creditcard,guest,-99999,0,,5.0,search engine,desktop,0
3216431,2,79,service,complete,26-35,18.6,24.57,local,9,creditcard,logged-in,383,0,928S,7.0,paid,desktop,0
3183442,2,65,product,complete,,14.98,27.43,local,21,3rd party,logged-in,301,1,Q7Y0,6.0,paid,mobile,1
3155564,3,183,service,complete,26-35,30.75,32.03,local,14,creditcard,logged-in,0,0,,7.0,direct,app,0
3233548,1,58,product,complete,,7.13,33.33,local,9,creditcard,guest,-99999,0,,10.0,direct,desktop,0
3206876,2,110,product,complete,,22.3,29.29,local,16,creditcard,guest,-99999,0,,4.0,search engine,desktop,0
3188262,1,31,product,complete,,7.6,,local,-1,3rd party,logged-in,481,0,NZ9Z,8.0,direct,desktop,0
3162652,2,71,product,complete,26-35,,,local,19,creditcard,logged-in,580,1,OTLH,,,,0
3290026,1,79,product,complete,18-25,7.17,,local,-1,3rd party,logged-in,927,1,UPET,9.0,search engine,app,0
3204299,2,59,product,complete,,10.25,,eu,-1,instore,logged-in,276,0,Y8Z7,6.0,direct,mobile,0
3237084,1,60,product,complete,,10.56,,local,-1,3rd party,logged-in,489,1,TZOP,5.0,direct,desktop,0
3168035,2,123,product,complete,,20.28,27.9,local,7,4x,guest,-99999,1,,3.0,paid,desktop,1
3005198,2,47,product,complete,18-25,22.66,,eu,-1,4x,logged-in,1017,3,,13.0,search engine,mobile,0
3011418,2,142,product,complete,,30.69,32.7,non-eu/unknown,12,creditcard,guest,-99999,0,,8.0,direct,mobile,0
3199082,1,76,product,complete,,12.12,,local,-1,4x,logged-in,625,1,Q7Y0,4.0,search engine,desktop,0
3231787,2,153,product,complete,46-55,12.45,30.36,local,15,creditcard,guest,199,0,LMYN,5.0,direct,app,0
3012035,3,107,service,complete,36-45,24.43,27.58,local,19,creditcard,logged-in,513,1,Y8Z7,5.0,paid,app,0
3173235,2,125,product,complete,,18.8,29.56,local,31,creditcard,logged-in,965,0,6QZP,5.0,paid,mobile,0
3296868,3,124,product,complete,18-25,24.03,40.31,local,16,creditcard,logged-in,846,0,AE1R,8.0,email,mobile,0
3021328,2,86,product,complete,,12.19,,local,-1,4x,logged-in,1046,1,QIB9,4.0,search engine,mobile,0
3230461,1,22,product,complete,,6.63,30.17,local,22,creditcard,logged-in,655,1,7ZUQ,10.0,email,mobile,0
3010659,1,21,product,complete,18-25,8.91,35.42,eu,23,creditcard,logged-in,804,0,GIKJ,8.0,paid,desktop,0
3144315,2,85,product,complete,,24.1,,local,-1,4x,guest,-99999,1,,10.0,search engine,desktop,0
3220292,1,29,service,complete,,11.0,,local,-1,instore,guest,-99999,2,,12.0,direct,desktop,0
3139073,2,60,product,complete,,20.04,39.77,local,20,creditcard,guest,-99999,1,,7.0,search engine,desktop,0
3291022,2,110,product,complete,36-45,10.79,,local,-1,instore,logged-in,669,1,X254,8.0,direct,desktop,0
3138997,1,64,product,complete,,7.22,37.19,eu,21,creditcard,logged-in,0,0,,9.0,search engine,desktop,0
3056479,1,36,product,complete,,7.87,,local,-1,instore,guest,-99999,0,,5.0,search engine,mobile,0
3101058,3,191,product,complete,,12.39,39.21,local,11,creditcard,guest,-99999,0,,6.0,direct,mobile,0
3219305,2,150,service,complete,26-35,31.25,32.91,eu,22,creditcard,logged-in,486,1,HACU,7.0,search engine,desktop,1
3243402,1,36,product,complete,,8.15,24.18,local,11,creditcard,logged-in,210,0,QIB9,2.0,email,mobile,0
3053261,1,31,product,complete,,6.64,,local,-1,instore,logged-in,640,0,X254,8.0,email,desktop,0
3012866,2,127,product,complete,36-45,16.79,25.91,local,17,creditcard,logged-in,1444,0,9SL7,7.0,paid,desktop,0
3092846,1,69,product,complete,,13.96,32.06,local,20,creditcard,logged-in,259,0,3R3T,6.0,search engine,mobile,0
3102191,1,45,product,complete,26-35,8.46,,local,-1,3rd party,logged-in,-99999,0,,9.0,direct,app,0
3261561,3,184,product,complete,,27.94,,local,-1,instore,logged-in,446,0,I7IW,6.0,direct,mobile,0
3104444,1,69,product,complete,,7.62,,local,-1,instore,logged-in,1385,0,I7IW,7.0,direct,mobile,0
3197012,2,63,product,complete,,10.14,,local,-1,instore,guest,-99999,1,,6.0,search engine,mobile,0
3056381,2,110,product,complete,46-55,12.7,26.89,local,17,creditcard,logged-in,139,0,Y8Z7,1.0,direct,mobile,0
3059323,2,136,product,complete,18-25,24.71,35.89,local,16,creditcard,logged-in,0,0,,9.0,direct,app,0
3012302,3,209,product,complete,,16.18,,local,-1,3rd party,guest,-99999,0,,2.0,paid,mobile,1
3231273,1,26,product,complete,,4.34,25.91,local,14,creditcard,logged-in,1013,0,AE1R,3.0,search engine,desktop,0
3293854,1,49,product,complete,26-35,13.06,31.91,eu,12,creditcard,logged-in,-99999,0,,4.0,direct,app,0
3109243,1,59,product,complete,,,,local,-1,3rd party,logged-in,181,0,T76E,,,,0
3100172,2,100,product,complete,,16.59,41.36,local,21,creditcard,guest,-99999,0,,6.0,search engine,desktop,0
3131241,2,69,product,complete,,20.91,30.43,local,15,creditcard,logged-in,540,1,ME7O,8.0,search engine,mobile,0
3105841,1,43,product,complete,,7.11,34.86,eu,24,creditcard,guest,-99999,1,,2.0,search engine,mobile,1
3178129,2,99,product,complete,,13.55,34.75,local,17,instore,guest,-99999,2,,5.0,paid,desktop,1
3166533,1,68,service,complete,,8.55,28.86,eu,14,creditcard,guest,-99999,0,,7.0,direct,mobile,0
3127437,1,74,product,complete,26-35,6.19,,eu,-1,3rd party,logged-in,346,0,UPET,8.0,email,desktop,0
3167177,3,120,product,complete,,30.0,,local,-1,3rd party,guest,-99999,1,,6.0,direct,desktop,0
3167254,1,59,service,complete,36-45,4.28,28.61,local,23,creditcard,logged-in,379,1,3R3T,8.0,search engine,app,0
3178188,1,30,product,complete,,7.01,44.31,local,26,creditcard,guest,-99999,2,,2.0,search engine,mobile,1
3238411,1,69,product,complete,,6.15,33.61,local,22,creditcard,guest,-99999,0,,9.0,direct,mobile,0
3283057,3,169,product,complete,,30.64,37.07,eu,18,creditcard,logged-in,0,1,,6.0,search engine,mobile,0
3287677,2,90,product,complete,,24.15,34.91,local,19,creditcard,logged-in,0,0,,9.0,paid,mobile,0
3039814,1,29,product,complete,,8.33,30.71,local,18,creditcard,logged-in,1413,0,HQTL,2.0,direct,desktop,0
3239352,2,69,service,complete,,22.86,26.42,local,19,creditcard,logged-in,459,0,I7IW,4.0,direct,desktop,0
3077403,2,136,product,complete,,30.45,38.68,eu,18,creditcard,logged-in,214,1,HQTL,7.0,paid,mobile,1
3019395,1,58,product,complete,,9.92,24.3,local,21,creditcard,logged-in,1404,0,ME7O,6.0,email,mobile,0
3217838,1,51,product,complete,,11.1,32.71,eu,17,creditcard,guest,-99999,0,,6.0,direct,mobile,0
3088619,3,162,product,complete,,24.29,27.08,local,30,creditcard,logged-in,523,2,QIB9,9.0,search engine,desktop,0
3279176,3,154,product,complete,26-35,39.98,45.65,local,19,creditcard,guest,-99999,0,,7.0,search engine,app,0
3030044,1,38,product,complete,18-25,8.28,,local,-1,instore,logged-in,243,0,,5.0,search engine,desktop,0
3183612,1,56,service,complete,26-35,6.15,,local,-1,3rd party,logged-in,684,1,928S,4.0,direct,mobile,0
3234769,2,103,product,complete,,20.84,23.36,local,25,creditcard,logged-in,29,1,NZ9Z,7.0,search engine,mobile,0
3016427,2,61,service,complete,56+,16.31,30.22,local,18,creditcard,logged-in,415,1,Y8Z7,5.0,paid,desktop,0
3054864,1,55,product,complete,,7.88,30.04,local,13,creditcard,guest,-99999,1,,8.0,direct,desktop,0
3120782,4,144,product,complete,,28.96,33.56,local,16,creditcard,logged-in,467,0,HQTL,7.0,direct,mobile,0
3210605,2,136,product,complete,,23.0,30.59,eu,22,creditcard,logged-in,862,0,I7IW,7.0,search engine,desktop,0
3249049,1,58,product,complete,18-25,8.67,,eu,-1,3rd party,guest,262,1,6QZP,4.0,direct,app,0
3013479,3,111,service,complete,,24.53,,local,-1,3rd party,logged-in,182,0,3R3T,4.0,direct,mobile,0
3065022,1,49,product,complete,26-35,7.07,,local,-1,instore,logged-in,736,0,TZOP,5.0,email,app,0
3027044,1,65,product,complete,,10.43,32.02,non-eu/unknown,13,creditcard,guest,-99999,0,,10.0,direct,mobile,1
3096653,1,59,product,complete,36-45,4.4,28.66,local,18,creditcard,guest,-99999,0,,7.0,paid,app,0
3091965,2,115,product,complete,,26.25,,local,-1,4x,guest,-99999,1,,8.0,search engine,desktop,0
3027081,1,39,service,complete,36-45,5.11,,local,-1,4x,logged-in,391,2,HACU,10.0,direct,mobile,0
3272012,1,64,product,complete,,14.44,35.21,local,18,creditcard,logged-in,746,2,HXJI,8.0,direct,mobile,0
3027146,1,49,product,complete,,4.6899999999999995,37.69,local,16,creditcard,logged-in,0,2,,2.0,direct,desktop,0
3160665,3,98,product,complete,,21.78,33.7,local,16,creditcard,guest,-99999,1,,9.0,direct,mobile,0
3276739,2,101,product,complete,,10.55,36.52,local,10,creditcard,guest,-99999,0,,5.0,direct,mobile,0
3022123,2,138,product,complete,,22.83,37.88,local,27,creditcard,guest,-99999,0,,7.0,direct,mobile,1
3268233,2,91,product,complete,46-55,22.98,23.43,local,19,creditcard,logged-in,133,0,3R3T,4.0,search engine,mobile,0
3244573,1,66,product,complete,,,,local,-1,instore,guest,-99999,0,,,,,0
3058306,3,83,product,complete,18-25,30.12,,local,-1,3rd party,logged-in,1208,0,X254,2.0,direct,mobile,0
3027443,1,46,product,complete,,4.86,16.44,local,13,creditcard,guest,-99999,0,,4.0,direct,mobile,1
3185578,1,56,product,complete,,12.91,32.46,local,14,creditcard,logged-in,498,0,JYYA,8.0,direct,mobile,0
3126542,1,50,product,complete,,13.74,32.28,local,12,creditcard,logged-in,166,1,UJ8H,8.0,search engine,desktop,0
3059313,1,49,product,complete,,15.28,33.0,local,17,creditcard,logged-in,0,0,,6.0,direct,mobile,0
3182534,1,48,product,complete,,10.14,,local,-1,3rd party,guest,-99999,0,,5.0,paid,mobile,0
3079783,3,100,product,complete,,27.84,27.68,local,18,creditcard,logged-in,1144,0,AE1R,6.0,search engine,desktop,0
3287017,2,104,product,complete,,16.94,35.22,local,18,creditcard,guest,-99999,0,,5.0,email,desktop,0
3008883,3,70,service,complete,,33.67,,local,-1,instore,logged-in,457,0,UJ8H,4.0,direct,mobile,0
3224814,2,101,product,complete,26-35,10.75,16.07,local,19,creditcard,logged-in,729,1,NZ9Z,6.0,direct,desktop,0
3256155,1,52,product,complete,26-35,4.89,34.43,local,19,creditcard,logged-in,835,0,,7.0,search engine,app,0
3173306,2,91,product,complete,18-25,22.76,,local,-1,3rd party,logged-in,260,2,7ZUQ,4.0,search engine,desktop,0
3265287,2,77,product,complete,,12.85,,eu,-1,instore,guest,-99999,1,,4.0,direct,mobile,0
3286659,2,97,product,complete,36-45,18.9,20.91,local,17,creditcard,logged-in,974,0,UJ8H,11.0,search engine,app,0
3235858,1,20,product,complete,36-45,9.8,,local,-1,4x,logged-in,449,0,UP79,8.0,search engine,mobile,0
3253714,1,43,service,complete,,11.46,32.44,non-eu/unknown,21,creditcard,guest,-99999,0,,10.0,search engine,mobile,0
3169706,1,76,service,complete,,7.66,23.46,local,22,creditcard,guest,-99999,0,,5.0,paid,desktop,0
3175165,1,37,product,complete,26-35,7.76,36.78,local,18,creditcard,logged-in,-99999,0,,12.0,email,app,0
3045917,2,88,product,complete,26-35,22.22,,local,-1,4x,logged-in,339,2,QIB9,5.0,search engine,desktop,0
3036084,2,71,product,complete,,26.44,22.2,eu,22,creditcard,logged-in,951,1,PTLP,4.0,search engine,desktop,0
3247654,4,253,product,complete,,36.25,28.38,eu,19,creditcard,guest,-99999,0,,3.0,direct,desktop,0
3084904,1,57,product,complete,,9.82,,local,-1,instore,guest,-99999,0,,5.0,paid,desktop,0
3201471,3,213,product,complete,,39.84,21.33,non-eu/unknown,23,creditcard,logged-in,1231,0,HACU,6.0,search engine,mobile,0
3191322,1,31,service,complete,,4.88,36.39,local,26,creditcard,logged-in,1464,0,928S,5.0,search engine,mobile,0
3143158,1,30,product,complete,,6.51,30.83,non-eu/unknown,18,creditcard,logged-in,0,2,,4.0,direct,mobile,0
3017388,1,23,product,complete,,15.0,25.78,local,22,creditcard,guest,-99999,0,,5.0,paid,desktop,0
3034845,1,59,product,complete,,8.95,,eu,-1,3rd party,logged-in,506,0,Q7Y0,7.0,search engine,mobile,0
3030036,2,77,product,complete,,22.46,36.13,local,23,creditcard,guest,-99999,1,,2.0,direct,desktop,0
3132548,1,32,product,complete,26-35,6.23,37.28,local,22,creditcard,logged-in,299,0,TZOP,9.0,direct,app,1
3112371,1,67,product,complete,,8.84,27.86,local,18,creditcard,guest,-99999,1,,3.0,direct,desktop,0
3250766,1,21,product,complete,,9.36,29.23,local,20,creditcard,logged-in,973,1,AE1R,4.0,direct,mobile,0
3186917,4,101,product,complete,18-25,44.62,,local,-1,4x,logged-in,297,0,M0BQ,7.0,direct,mobile,0
3183745,1,46,service,complete,26-35,17.02,31.37,eu,14,creditcard,logged-in,-99999,0,,6.0,direct,app,0
3112085,3,82,product,complete,18-25,33.66,34.13,local,16,creditcard,logged-in,654,0,ME7O,7.0,email,desktop,0
3265363,1,61,product,complete,,11.51,37.44,local,12,creditcard,logged-in,578,1,LMYN,7.0,paid,mobile,0
3102669,1,69,product,complete,,10.47,25.44,local,18,creditcard,logged-in,453,1,UJ8H,2.0,direct,mobile,0
3023108,2,85,product,complete,,28.52,28.5,local,18,creditcard,guest,-99999,0,,4.0,search engine,mobile,0
3106221,3,104,product,complete,,17.64,,local,-1,creditcard,logged-in,622,0,Q7Y0,4.0,search engine,desktop,1
3097374,2,94,product,complete,18-25,20.7,31.31,eu,13,creditcard,logged-in,184,1,3R3T,5.0,direct,mobile,0
3142876,2,126,product,complete,,18.67,,local,-1,3rd party,guest,-99999,1,,5.0,search engine,mobile,0
3145283,3,73,product,complete,,,,local,12,creditcard,guest,-99999,0,,,,,0
3279629,2,130,product,complete,36-45,28.94,26.73,local,16,creditcard,logged-in,0,1,,3.0,direct,desktop,0
3236265,1,51,product,complete,26-35,5.11,34.15,local,18,creditcard,logged-in,-99999,1,,6.0,direct,app,0
3092332,3,107,product,complete,,30.8,35.92,local,18,creditcard,guest,-99999,1,,4.0,direct,desktop,0
3248031,3,110,product,complete,,48.55,,local,-1,3rd party,guest,-99999,0,,7.0,direct,desktop,0
3009711,2,110,product,complete,,16.39,,local,-1,instore,logged-in,839,0,I7IW,7.0,search engine,desktop,0
3132855,2,89,product,complete,46-55,16.29,42.52,non-eu/unknown,17,creditcard,logged-in,557,0,X254,4.0,search engine,mobile,0
3283256,3,134,product,complete,,27.99,30.38,local,22,creditcard,guest,-99999,0,,2.0,search engine,desktop,0
3234954,1,77,product,complete,,11.38,28.94,eu,24,creditcard,guest,-99999,1,,3.0,search engine,mobile,0
3052322,3,137,product,complete,56+,24.03,,local,-1,instore,logged-in,349,0,QIB9,7.0,email,desktop,0
3242072,3,173,product,complete,,36.69,25.22,eu,18,creditcard,logged-in,0,0,,7.0,direct,desktop,0
3274743,1,74,product,complete,26-35,9.97,31.24,eu,18,creditcard,logged-in,742,0,Q7Y0,3.0,search engine,app,0
3059014,2,69,product,complete,,20.19,27.79,non-eu/unknown,14,creditcard,logged-in,364,1,X254,6.0,direct,desktop,0
3295952,3,92,product,complete,26-35,21.76,,local,-1,3rd party,logged-in,236,1,HACU,3.0,direct,mobile,0
3095575,2,71,product,complete,,12.84,37.51,local,20,creditcard,guest,-99999,1,,7.0,direct,desktop,0
3268474,2,134,service,complete,,22.19,,local,-1,4x,logged-in,537,1,WZWX,2.0,direct,desktop,0
3201109,1,57,product,complete,,10.44,,local,-1,instore,guest,-99999,0,,6.0,email,mobile,0
3263184,1,69,product,complete,18-25,12.87,40.87,local,15,creditcard,logged-in,0,1,,9.0,direct,app,0
3068479,2,102,product,complete,,30.95,,local,-1,4x,guest,-99999,0,,9.0,direct,mobile,0
3211001,2,126,product,complete,,16.91,30.96,local,16,creditcard,logged-in,625,1,JYYA,8.0,paid,mobile,0
3116282,1,54,product,complete,,7.89,,local,-1,3rd party,logged-in,1045,1,I7IW,7.0,direct,desktop,0
3010296,1,26,product,complete,56+,6.84,31.69,local,28,creditcard,logged-in,853,0,H1KS,6.0,direct,mobile,0
3006273,1,27,service,complete,,6.53,,local,-1,3rd party,logged-in,69,0,M0BQ,3.0,direct,mobile,0
3284761,2,94,product,complete,,18.49,15.19,local,12,4x,guest,-99999,0,,2.0,search engine,desktop,1
3099077,1,19,product,complete,,7.37,27.93,local,22,creditcard,logged-in,742,0,AE1R,12.0,search engine,mobile,0
3166333,1,76,product,complete,,7.0,31.89,local,20,creditcard,guest,-99999,0,,5.0,direct,mobile,0
3060669,1,60,product,complete,36-45,5.18,,local,-1,4x,logged-in,316,1,9SL7,5.0,search engine,mobile,0
3101231,1,33,product,complete,,10.91,33.62,local,14,creditcard,guest,-99999,0,,4.0,direct,mobile,0
3222968,2,111,product,complete,,14.03,26.05,local,26,creditcard,guest,-99999,1,,7.0,direct,mobile,0
